,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,year,min_revenue,name_upper,name_lower
1760,50932870,Room no 6 - Gite de la Sagouine,319888830,Carole,Kent,Wellington,46.47224,-64.72099,Private room,120,1,1,2021-08-14,0.09,6,340,1,,2021.0,120,ROOM NO 6 - GITE DE LA SAGOUINE,room no 6 - gite de la sagouine
1761,50935418,Oceanfront one bedroom condo with pool,131155757,Nicole,Westmorland,Shediac,46.23634,-64.45739,Entire home/apt,200,6,0,,,4,44,0,,,1200,OCEANFRONT ONE BEDROOM CONDO WITH POOL,oceanfront one bedroom condo with pool
1762,50937004,"Roulotte de parc, bord de l’eau +20$ pour animaux",114627456,Eric,Madawaska,Saint-Jacques,47.43065,-68.44969,Entire home/apt,170,2,1,2021-07-31,0.09,4,149,1,,2021.0,340,"ROULOTTE DE PARC, BORD DE L’EAU +20$ POUR ANIMAUX","roulotte de parc, bord de l’eau +20$ pour animaux"
1763,50942018,Gite La Voilière,15827489,Yvette,Gloucester,Caraquet,47.78495,-64.96984,Private room,94,2,25,2022-06-09,2.2,1,321,25,,2022.0,188,GITE LA VOILIÈRE,gite la voilière
1764,50951043,Ravissante Suite vue sur l'eau avec spa,317992447,Carmen,Kent,Wellington,46.51444,-64.68534,Entire home/apt,141,2,18,2022-06-17,1.75,1,4,18,,2022.0,282,RAVISSANTE SUITE VUE SUR L'EAU AVEC SPA,ravissante suite vue sur l'eau avec spa
1765,50958577,Le Faucon d'Or,172052684,Stéphane Et Manon,Madawaska,Sainte-Joseph,47.47317,-68.32397,Entire home/apt,60,1,47,2022-06-22,4.11,4,345,47,,2022.0,60,LE FAUCON D'OR,le faucon d'or
1766,50969246,Itty Bitty House Chaleur,320144517,Gilbert & Melissa,Gloucester,Bathurst,47.61902,-65.62659,Entire home/apt,41,5,1,2021-08-21,0.1,1,112,1,,2021.0,205,ITTY BITTY HOUSE CHALEUR,itty bitty house chaleur
1767,50206484,Recently renovated basement. Nice and comfortable.,126875163,AHHA’s,Westmorland,Moncton,46.0976,-64.78249,Entire home/apt,75,2,17,2022-06-20,1.37,1,286,16,,2022.0,150,RECENTLY RENOVATED BASEMENT. NICE AND COMFORTABLE.,recently renovated basement. nice and comfortable.
1768,50232224,East Coast Hideaway - Glamping Dome,276390980,Parise & Shawn,Westmorland,Shediac,46.16967,-64.54238,Entire home/apt,199,1,78,2022-06-21,10.45,1,188,78,,2022.0,199,EAST COAST HIDEAWAY - GLAMPING DOME,east coast hideaway - glamping dome
1769,50248000,"Nightly Farm House Rental at
Moore's Specialties.",8797295,May,Saint John,Simonds,45.26202,-65.74204,Entire home/apt,260,1,1,2021-08-05,0.09,1,48,1,,2021.0,260,"NIGHTLY FARM HOUSE RENTAL AT
MOORE'S SPECIALTIES.","nightly farm house rental at
moore's specialties."
1770,50248021,New Bayside #2  just minutes to St. Andrews,46957076,Diane And Vic,Charlotte,Saint Croix,45.12747,-67.1049,Entire home/apt,280,3,13,2021-09-25,1.09,4,140,13,,2021.0,840,NEW BAYSIDE #2  JUST MINUTES TO ST. ANDREWS,new bayside #2  just minutes to st. andrews
1771,50248640,zion Delux 0,220303536,Zion-Inn,Saint John,City of Saint John,45.27726,-66.08333,Private room,38,2,13,2022-06-11,1.14,15,350,13,,2022.0,76,ZION DELUX 0,zion delux 0
1772,50261936,Townhouse| Laundry | walking trails | 2 bed,230958093,Jessica,York,Fredericton,45.94372,-66.69537,Entire home/apt,142,1,25,2022-06-05,2.12,12,322,25,,2022.0,142,TOWNHOUSE| LAUNDRY | WALKING TRAILS | 2 BED,townhouse| laundry | walking trails | 2 bed
1773,50267365,Cora's Lodge overlooking the Tobique River,4999964,Erin,Victoria,Lorne,47.05546,-67.3044,Entire home/apt,150,3,2,2021-08-15,0.17,1,302,2,,2021.0,450,CORA'S LODGE OVERLOOKING THE TOBIQUE RIVER,cora's lodge overlooking the tobique river
1774,50268346,360° WATERFRONT 🟢 | Fox River Chalets,405867359,Connie,Kent,Dundas,46.31177,-64.6966,Entire home/apt,200,2,99,2022-06-21,8.11,2,245,99,,2022.0,400,360° WATERFRONT 🟢 | FOX RIVER CHALETS,360° waterfront 🟢 | fox river chalets
1775,50269098,"Peaceful bedroom, downtown",299063296,Olivia,Westmorland,Moncton,46.10231,-64.79578,Private room,85,2,19,2022-05-31,1.57,1,361,19,,2022.0,170,"PEACEFUL BEDROOM, DOWNTOWN","peaceful bedroom, downtown"
1776,50278566,The Villa - one minute walk to the beach!,339581029,Gary,Westmorland,Shediac,46.23809,-64.50412,Entire home/apt,214,7,5,2021-10-18,0.46,2,301,5,,2021.0,1498,THE VILLA - ONE MINUTE WALK TO THE BEACH!,the villa - one minute walk to the beach!
1777,50290152,★Birdsong Space PRIVATE Apt w/ air conditioner,406076995,Fabiana,Albert,Coverdale,46.05405,-64.81016,Entire home/apt,91,1,43,2022-06-20,3.56,1,1,43,,2022.0,91,★BIRDSONG SPACE PRIVATE APT W/ AIR CONDITIONER,★birdsong space private apt w/ air conditioner
1778,50299239,"Great place for Work or Play in the ""Chi""",271297451,Krishna,Northumberland,Newcastle,47.00927,-65.56247,Entire home/apt,160,2,16,2022-05-27,1.4,2,301,16,,2022.0,320,"GREAT PLACE FOR WORK OR PLAY IN THE ""CHI""","great place for work or play in the ""chi"""
1779,50306302,"Waterfront, Rustic Chalet",184251936,Denise,Kent,Wellington,46.43097,-64.62473,Entire home/apt,140,7,4,2021-08-30,0.33,5,7,4,,2021.0,980,"WATERFRONT, RUSTIC CHALET","waterfront, rustic chalet"
1780,50311499,Kate's Blue House; Cottage living on the trail!,212418525,Karen,York,Fredericton,45.96236,-66.66505,Entire home/apt,150,3,15,2022-06-04,1.26,1,272,15,,2022.0,450,KATE'S BLUE HOUSE; COTTAGE LIVING ON THE TRAIL!,kate's blue house; cottage living on the trail!
1781,50331829,"Oak Bay / St. Andrews Waterfront Cottage, Private",60738244,Tammy,Charlotte,Saint David,45.21098,-67.1933,Entire home/apt,187,2,17,2022-06-13,1.4,2,133,17,,2022.0,374,"OAK BAY / ST. ANDREWS WATERFRONT COTTAGE, PRIVATE","oak bay / st. andrews waterfront cottage, private"
1782,50336162,Deer Island Charm,382878334,Cole,Charlotte,West Isles,44.96499,-67.00661,Entire home/apt,80,1,0,,,1,236,0,,,80,DEER ISLAND CHARM,deer island charm
1783,50339976,Million Dollar View! Waterfront Cozy Cottage,72076270,Luke,Kent,Dundas,46.32616,-64.51831,Entire home/apt,200,6,3,2021-08-29,0.29,2,301,3,,2021.0,1200,MILLION DOLLAR VIEW! WATERFRONT COZY COTTAGE,million dollar view! waterfront cozy cottage
1784,50341273,Private river Cottage,69648890,Kineret,Kings,Norton,45.56337,-65.79156,Entire home/apt,250,3,15,2022-06-14,1.25,1,330,15,,2022.0,750,PRIVATE RIVER COTTAGE,private river cottage
1785,50345382,New Bayside #1 Cottage -  Minutes to St. Andrews!,46957076,Diane And Vic,Charlotte,Saint Croix,45.1259,-67.11225,Entire home/apt,280,3,9,2021-09-20,0.78,4,314,9,,2021.0,840,NEW BAYSIDE #1 COTTAGE -  MINUTES TO ST. ANDREWS!,new bayside #1 cottage -  minutes to st. andrews!
1786,50355311,Station 1 - Suite 1 bedroom 110,361240603,Corinne,Westmorland,Moncton,46.10847,-64.77887,Private room,148,1,0,,,9,329,0,,,148,STATION 1 - SUITE 1 BEDROOM 110,station 1 - suite 1 bedroom 110
1787,50358109,A cozy home facing the water,309224129,Julie,Westmorland,Shediac,46.212997,-64.369415,Entire home/apt,250,3,13,2021-08-26,1.1,1,40,13,,2021.0,750,A COZY HOME FACING THE WATER,a cozy home facing the water
1788,50360310,"1 BDRM w/ private bath and living room, DT Moncton",406073815,Allysha & Kyle,Westmorland,Moncton,46.09318,-64.78921,Entire home/apt,100,2,4,2022-03-10,0.41,7,100,4,,2022.0,200,"1 BDRM W/ PRIVATE BATH AND LIVING ROOM, DT MONCTON","1 bdrm w/ private bath and living room, dt moncton"
1789,50360409,"1 BDRM w/ private bath & balcony, Downtown Moncton",406073815,Allysha & Kyle,Westmorland,Moncton,46.09391,-64.788,Entire home/apt,90,2,12,2022-06-20,1.1,7,147,12,,2022.0,180,"1 BDRM W/ PRIVATE BATH & BALCONY, DOWNTOWN MONCTON","1 bdrm w/ private bath & balcony, downtown moncton"
1790,50360509,"Studio Apartment, luxurious bathroom, Downtown",406073815,Allysha & Kyle,Westmorland,Moncton,46.09378,-64.78932,Entire home/apt,105,2,18,2022-06-06,1.63,7,102,18,,2022.0,210,"STUDIO APARTMENT, LUXURIOUS BATHROOM, DOWNTOWN","studio apartment, luxurious bathroom, downtown"
1791,50360547,"Private BDRM w/ Luxurious Bathroom, Downtown",406073815,Allysha & Kyle,Westmorland,Moncton,46.09378,-64.78777,Entire home/apt,105,2,21,2022-04-29,1.93,7,106,21,,2022.0,210,"PRIVATE BDRM W/ LUXURIOUS BATHROOM, DOWNTOWN","private bdrm w/ luxurious bathroom, downtown"
1792,50360558,Newly Renovated 1 BDRM Apartment Downtown Moncton,406073815,Allysha & Kyle,Westmorland,Moncton,46.09372,-64.78754,Entire home/apt,95,2,12,2022-05-07,1.09,7,94,12,,2022.0,190,NEWLY RENOVATED 1 BDRM APARTMENT DOWNTOWN MONCTON,newly renovated 1 bdrm apartment downtown moncton
1793,50360580,"1BDRM, private bath, kitchenette, Downtown Moncton",406073815,Allysha & Kyle,Westmorland,Moncton,46.09371,-64.78784,Entire home/apt,75,2,13,2022-05-30,1.2,7,83,13,,2022.0,150,"1BDRM, PRIVATE BATH, KITCHENETTE, DOWNTOWN MONCTON","1bdrm, private bath, kitchenette, downtown moncton"
1794,50360590,1 BDRM w/ private bath and shared kitchenette,406073815,Allysha & Kyle,Westmorland,Moncton,46.09509,-64.7882,Entire home/apt,86,2,20,2022-06-19,1.82,7,113,20,,2022.0,172,1 BDRM W/ PRIVATE BATH AND SHARED KITCHENETTE,1 bdrm w/ private bath and shared kitchenette
1795,50360888,Chambre Jaune,80523518,Famille,Gloucester,Caraquet,47.76996,-65.02764,Private room,130,1,0,,,8,332,0,,,130,CHAMBRE JAUNE,chambre jaune
1796,50361487,Chambre Verte,80523518,Famille,Gloucester,Caraquet,47.77166,-65.0286,Private room,130,1,4,2022-06-23,0.34,8,327,4,,2022.0,130,CHAMBRE VERTE,chambre verte
1797,50364001,Magnolia Lane Cottage,62461959,Joshua And Katie,Queens,Waterborough,45.91571,-65.99433,Entire home/apt,233,2,38,2022-05-29,3.31,1,263,38,,2022.0,466,MAGNOLIA LANE COTTAGE,magnolia lane cottage
1798,50369969,Beautiful Room in beautiful house,406850564,Melika,Westmorland,Moncton,46.09601,-64.78265,Private room,85,3,0,,,1,0,0,,,255,BEAUTIFUL ROOM IN BEAUTIFUL HOUSE,beautiful room in beautiful house
1799,50370038,Motel Room 2 - FOUR Nature Resort,36199878,Emily,Northumberland,Nelson,46.87683,-65.65882,Private room,95,1,1,2022-06-20,1.0,11,345,1,,2022.0,95,MOTEL ROOM 2 - FOUR NATURE RESORT,motel room 2 - four nature resort
1800,50370137,Motel Room 3 - FOUR Nature Resort,36199878,Emily,Northumberland,Nelson,46.87743,-65.65949,Private room,95,1,0,,,11,344,0,,,95,MOTEL ROOM 3 - FOUR NATURE RESORT,motel room 3 - four nature resort
1801,50370180,Motel Room 5 - FOUR Nature Resort,36199878,Emily,Northumberland,Nelson,46.87678,-65.66057,Private room,95,1,1,2021-08-15,0.1,11,344,1,,2021.0,95,MOTEL ROOM 5 - FOUR NATURE RESORT,motel room 5 - four nature resort
1802,50373271,"Private Haven on St. John River in Long Reach, NB",406887312,Craig,Kings,Kingston,45.43942,-66.01785,Entire home/apt,350,7,3,2021-08-21,0.26,1,201,3,,2021.0,2450,"PRIVATE HAVEN ON ST. JOHN RIVER IN LONG REACH, NB","private haven on st. john river in long reach, nb"
1803,50376461,"Dog friendly, water view and fire pit!",406924431,Nathalie,Kent,Dundas,46.33203,-64.59497,Entire home/apt,140,3,9,2021-09-21,0.75,1,45,9,,2021.0,420,"DOG FRIENDLY, WATER VIEW AND FIRE PIT!","dog friendly, water view and fire pit!"
1804,50377701,Une maison parfaite pour vos vacances en famille,156543347,Melissa,Gloucester,Caraquet,47.78821,-64.96921,Entire home/apt,175,2,25,2022-06-13,2.16,1,279,25,,2022.0,350,UNE MAISON PARFAITE POUR VOS VACANCES EN FAMILLE,une maison parfaite pour vos vacances en famille
1805,50395452,Little wishing star camper,393306396,Crystal,Westmorland,Shediac,46.21839,-64.55828,Entire home/apt,120,3,12,2022-06-10,1.03,2,315,12,,2022.0,360,LITTLE WISHING STAR CAMPER,little wishing star camper
1806,50396575,Sunshinehouse,97025107,Achim,Westmorland,Shediac,46.22195,-64.54602,Entire home/apt,114,6,3,2021-09-10,0.25,1,134,3,,2021.0,684,SUNSHINEHOUSE,sunshinehouse
1807,50410450,PRIVATE OCEANFRONT Starfish Cottage  AMAZING VIEWS,134119641,Dennis,Charlotte,Campobello,44.948139,-66.923141,Entire home/apt,320,2,8,2022-05-30,0.76,3,116,8,,2022.0,640,PRIVATE OCEANFRONT STARFISH COTTAGE  AMAZING VIEWS,private oceanfront starfish cottage  amazing views
1808,50414073,CLOSE TO BEACHES!,407261168,Steven,Westmorland,Botsford,46.19204,-64.16074,Entire home/apt,125,2,8,2021-09-05,0.68,1,0,8,,2021.0,250,CLOSE TO BEACHES!,close to beaches!
1809,50431343,Beautifully restored Clifden Manor,64438049,Jessica,Saint John,City of Saint John,45.2813,-66.06669,Entire home/apt,741,2,13,2022-06-12,1.22,1,140,13,,2022.0,1482,BEAUTIFULLY RESTORED CLIFDEN MANOR,beautifully restored clifden manor
1810,50439832,Ocean bay cottage🌅,407506583,India,Kent,Wellington,46.46947,-64.71124,Entire home/apt,100,1,22,2021-09-27,1.83,1,308,22,,2021.0,100,OCEAN BAY COTTAGE🌅,ocean bay cottage🌅
1811,50443583,"BEAUTIFUL House For Rent. 
River Front 😎🌞",263263339,Karine,Northumberland,Alnwick,47.40757,-64.98319,Entire home/apt,200,1,22,2022-06-18,2.13,1,43,22,,2022.0,200,"BEAUTIFUL HOUSE FOR RENT. 
RIVER FRONT 😎🌞","beautiful house for rent. 
river front 😎🌞"
1812,50452975,Beach side triangle,176331934,Chanelle,Gloucester,Shippagan,47.75986,-64.7412,Entire home/apt,150,4,10,2022-05-27,0.89,4,149,10,,2022.0,600,BEACH SIDE TRIANGLE,beach side triangle
1813,50454082,Morel Executive Suites #7,160722820,Denis,Madawaska,Madawaska,47.36495,-68.32605,Entire home/apt,217,1,5,2022-05-26,0.46,9,182,5,,2022.0,217,MOREL EXECUTIVE SUITES #7,morel executive suites #7
1814,50461301,Cheerful Suite 1 bedroom (Queen bed) with 1 bath,375628361,Ibrahim,Westmorland,Moncton,46.127,-64.79214,Private room,84,1,0,,,1,362,0,,,84,CHEERFUL SUITE 1 BEDROOM (QUEEN BED) WITH 1 BATH,cheerful suite 1 bedroom (queen bed) with 1 bath
1815,50465931,Whale of a View Oceanfront Cottage! Amazing views!,134119641,Dennis,Charlotte,Campobello,44.94651,-66.92515,Entire home/apt,317,2,16,2022-06-23,1.37,3,82,16,,2022.0,634,WHALE OF A VIEW OCEANFRONT COTTAGE! AMAZING VIEWS!,whale of a view oceanfront cottage! amazing views!
1816,50481625,Beach vibes,361731667,Bryan,Westmorland,Shediac,46.23858,-64.51415,Entire home/apt,180,2,14,2021-10-01,1.16,7,295,14,,2021.0,360,BEACH VIBES,beach vibes
1817,51010630,Unique Tree House Glamping Experience! “The Lola”,75812273,Whitney,Queens,Johnston,45.89452,-65.81506,Entire home/apt,196,2,7,2021-08-24,0.62,3,350,7,,2021.0,392,UNIQUE TREE HOUSE GLAMPING EXPERIENCE! “THE LOLA”,unique tree house glamping experience! “the lola”
1818,51014654,Lucy's Lakeside Cottage 2,84292676,Tina,York,Manners Sutton,45.55877,-67.04752,Entire home/apt,160,4,8,2021-10-22,0.73,2,46,8,,2021.0,640,LUCY'S LAKESIDE COTTAGE 2,lucy's lakeside cottage 2
1819,51022096,Dream by The Sea,375745345,Steven,Charlotte,Saint Andrews,45.07221,-67.04583,Entire home/apt,357,3,8,2022-05-22,0.71,2,260,8,,2022.0,1071,DREAM BY THE SEA,dream by the sea
1820,51025176,Hardy’s slice,361731667,Bryan,Westmorland,Shediac,46.23708,-64.51564,Entire home/apt,225,2,9,2021-09-13,0.83,7,286,9,,2021.0,450,HARDY’S SLICE,hardy’s slice
1821,51034755,#2 Waterfront Cottage Southwest Miramichi River,214086427,Stacey,Carleton,Aberdeen,46.53176,-67.17863,Entire home/apt,99,1,28,2022-06-23,2.51,2,147,28,,2022.0,99,#2 WATERFRONT COTTAGE SOUTHWEST MIRAMICHI RIVER,#2 waterfront cottage southwest miramichi river
1822,51036402,The Bachelor at Big Pine; a bright and cozy suite!,392347063,Keltie,Albert,Hillsborough,45.93277,-64.65715,Entire home/apt,94,1,57,2022-06-15,4.99,1,182,57,,2022.0,94,THE BACHELOR AT BIG PINE; A BRIGHT AND COZY SUITE!,the bachelor at big pine; a bright and cozy suite!
1823,51040071,The Boat House,412945026,Mandi,Westmorland,Shediac,46.23794,-64.51717,Entire home/apt,141,2,5,2022-06-19,2.59,1,159,5,,2022.0,282,THE BOAT HOUSE,the boat house
1824,51044955,Relaxing 3-Bedroom Country Cottage in a beautiful 10 acre field,81836385,Laurel,York,Saint Marys,46.13494,-66.60865,Entire home/apt,250,2,15,2022-06-12,1.35,2,293,15,,2022.0,500,RELAXING 3-BEDROOM COUNTRY COTTAGE IN A BEAUTIFUL 10 ACRE FIELD,relaxing 3-bedroom country cottage in a beautiful 10 acre field
1825,51045184,Comfortable 3 Bedroom Place in Dieppe,23587432,Paul,Westmorland,Moncton,46.06383,-64.70937,Entire home/apt,220,10,1,2021-08-19,0.1,2,331,1,,2021.0,2200,COMFORTABLE 3 BEDROOM PLACE IN DIEPPE,comfortable 3 bedroom place in dieppe
1826,51064179,Delightful camper/RV near the saltwater.,406751150,Angela D.,Westmorland,Shediac,46.22244,-64.38835,Entire home/apt,90,1,0,,,1,281,0,,,90,DELIGHTFUL CAMPER/RV NEAR THE SALTWATER.,delightful camper/rv near the saltwater.
1827,51086171,Beautiful Cabin on the river with a hot tub!,114259090,Matt,Carleton,Brighton,46.38455,-67.36296,Entire home/apt,249,2,30,2022-06-19,2.75,1,100,30,,2022.0,498,BEAUTIFUL CABIN ON THE RIVER WITH A HOT TUB!,beautiful cabin on the river with a hot tub!
1828,51087909,Welcome to Bay Breeze. Beautiful Ocean Views.,198472533,Barb,Gloucester,Caraquet,47.799946,-64.888199,Entire home/apt,133,1,9,2022-05-21,0.87,2,304,9,,2022.0,133,WELCOME TO BAY BREEZE. BEAUTIFUL OCEAN VIEWS.,welcome to bay breeze. beautiful ocean views.
1829,51247748,Century Charm 2,265895464,Melissa,Restigouche,Addington,48.00327,-66.67215,Entire home/apt,179,2,17,2022-06-17,1.55,6,139,17,,2022.0,358,CENTURY CHARM 2,century charm 2
1830,51098143,"Salty Fox Cabin
A charming & rustic log cabin",202522214,Leanne And Darin,Charlotte,Saint David,45.19277,-67.1502,Entire home/apt,175,2,23,2022-06-19,3.01,1,270,23,,2022.0,350,"SALTY FOX CABIN
A CHARMING & RUSTIC LOG CABIN","salty fox cabin
a charming & rustic log cabin"
1831,51257764,Mink Brook Ocean-view cottage,415021075,Becca,Charlotte,Lepreau,45.15036,-66.49126,Entire home/apt,153,7,0,,,1,315,0,,,1071,MINK BROOK OCEAN-VIEW COTTAGE,mink brook ocean-view cottage
1832,51098351,"Petit chalet sur le bord de la mer, endroit privé",409282564,Lucie,Gloucester,Caraquet,47.80555,-64.81838,Entire home/apt,108,5,10,2021-09-15,0.9,3,32,10,,2021.0,540,"PETIT CHALET SUR LE BORD DE LA MER, ENDROIT PRIVÉ","petit chalet sur le bord de la mer, endroit privé"
1833,51259806,"Beautiful 
2 bedroom 
Trailer/RV on the River.",415041965,Neil Donald,Northumberland,Chatham,47.01083,-65.53571,Entire home/apt,89,1,1,2021-09-02,0.1,1,341,1,,2021.0,89,"BEAUTIFUL 
2 BEDROOM 
TRAILER/RV ON THE RIVER.","beautiful 
2 bedroom 
trailer/rv on the river."
1834,51108867,FUNDY DOME TENTS - THE MOORE,339344752,Kelsey,Saint John,Saint Martins,45.35638,-65.54777,Entire home/apt,225,1,39,2022-06-05,5.18,2,127,39,,2022.0,225,FUNDY DOME TENTS - THE MOORE,fundy dome tents - the moore
1835,51269259,Honeycomb Point Cottage,151598425,Lynda,Saint John,Saint Martins,45.31681,-65.55932,Entire home/apt,179,5,5,2021-09-19,0.48,1,311,5,,2021.0,895,HONEYCOMB POINT COTTAGE,honeycomb point cottage
1836,51109128,FUNDY DOME TENTS - THE CLAYTON,339344752,Kelsey,Saint John,Saint Martins,45.35467,-65.54585,Entire home/apt,225,1,68,2022-06-20,8.36,2,101,68,,2022.0,225,FUNDY DOME TENTS - THE CLAYTON,fundy dome tents - the clayton
1837,51281727,Safari Oasis,298583660,Annette,Westmorland,Moncton,46.10331,-64.8001,Entire home/apt,125,2,4,2021-09-20,0.37,2,319,4,,2021.0,250,SAFARI OASIS,safari oasis
1838,51845508,Lovely 1 bedroom with queen bed and 1 sofa bed.,211885977,Jonald,Albert,Coverdale,46.06817,-64.79229,Entire home/apt,108,1,32,2022-06-19,3.17,1,323,32,,2022.0,108,LOVELY 1 BEDROOM WITH QUEEN BED AND 1 SOFA BED.,lovely 1 bedroom with queen bed and 1 sofa bed.
1839,51302063,Our Neck of The Woods,283919858,Kim,York,North Lake,45.81135,-67.74507,Entire home/apt,150,2,5,2022-05-21,0.51,1,323,5,,2022.0,300,OUR NECK OF THE WOODS,our neck of the woods
1840,51862479,"Stylish 1 BR  apartment ,gorgeous waterfront",320947884,Lisa,Charlotte,Saint George,45.12442,-66.81916,Entire home/apt,153,2,9,2022-06-12,0.96,4,143,9,,2022.0,306,"STYLISH 1 BR  APARTMENT ,GORGEOUS WATERFRONT","stylish 1 br  apartment ,gorgeous waterfront"
1841,51862819,Historical home - 1 small bdrm. . Close to UNB.,121322838,Positive ❤️Heart Living.P,York,Fredericton,45.94618,-66.63346,Private room,67,1,30,2022-06-18,3.04,6,307,30,,2022.0,67,HISTORICAL HOME - 1 SMALL BDRM. . CLOSE TO UNB.,historical home - 1 small bdrm. . close to unb.
1842,51303772,Lights Suite,397848726,Clara,Kings,Norton,45.6381,-65.69735,Entire home/apt,130,2,5,2022-06-19,0.5,2,308,5,,2022.0,260,LIGHTS SUITE,lights suite
1843,51869133,Cozy Private Room,420167886,Béatrice,Westmorland,Moncton,46.10255,-64.74845,Private room,91,2,1,2022-01-09,0.18,1,326,1,,2022.0,182,COZY PRIVATE ROOM,cozy private room
1844,51309242,Quiet 3 Bedroom Getaway in Shediac Bridge,249056376,Rachel,Westmorland,Shediac,46.27228,-64.56381,Entire home/apt,190,7,1,2021-08-21,0.1,1,309,1,,2021.0,1330,QUIET 3 BEDROOM GETAWAY IN SHEDIAC BRIDGE,quiet 3 bedroom getaway in shediac bridge
1845,51870485,3 bedroom cottage by the beach fully furnished,420173505,Jennifer,Northumberland,Chatham,47.07409,-65.36387,Entire home/apt,250,1,9,2022-06-19,0.92,1,131,9,,2022.0,250,3 BEDROOM COTTAGE BY THE BEACH FULLY FURNISHED,3 bedroom cottage by the beach fully furnished
1846,51881973,The Lazy Maple:Cozy Cabin in the woods,296736200,Ryan,York,Bright,45.96509,-66.92501,Entire home/apt,199,2,67,2022-06-19,10.63,2,216,67,,2022.0,398,THE LAZY MAPLE:COZY CABIN IN THE WOODS,the lazy maple:cozy cabin in the woods
1847,51311675,Burlock Beach Lakehouse on Grand Lake,41835788,Sean And Elissa,Queens,Canning,46.02752,-66.03963,Entire home/apt,289,2,31,2022-06-12,3.1,1,296,31,,2022.0,578,BURLOCK BEACH LAKEHOUSE ON GRAND LAKE,burlock beach lakehouse on grand lake
1848,51886327,Do Drop Inn,340760918,Michael,Saint John,City of Saint John,45.30596,-65.98532,Entire home/apt,150,31,0,,,1,357,0,,,4650,DO DROP INN,do drop inn
1849,51325034,"Cottage/Camp  Feels like a camp, minutes to beach",68831152,Wendy,Gloucester,Bathurst,47.67751,-65.67172,Entire home/apt,100,2,1,2022-05-04,0.58,1,55,1,,2022.0,200,"COTTAGE/CAMP  FEELS LIKE A CAMP, MINUTES TO BEACH","cottage/camp  feels like a camp, minutes to beach"
1850,51330717,Cozy 1 bedroom Apartment,411969310,Corinne,Westmorland,Moncton,46.10083,-64.79686,Entire home/apt,105,3,3,2022-05-09,0.28,7,151,3,,2022.0,315,COZY 1 BEDROOM APARTMENT,cozy 1 bedroom apartment
1851,51893828,Family friendly 3-BR* Avengers room*Rock climbing,206988841,Christine,Gloucester,Bathurst,47.62811,-65.66968,Entire home/apt,132,2,28,2022-06-17,2.88,2,129,28,,2022.0,264,FAMILY FRIENDLY 3-BR* AVENGERS ROOM*ROCK CLIMBING,family friendly 3-br* avengers room*rock climbing
1852,51906080,Chalet chez Ben,420416786,Chantal,Gloucester,Paquetville,47.73663,-65.10831,Entire home/apt,140,2,20,2022-06-05,2.1,1,271,20,,2022.0,280,CHALET CHEZ BEN,chalet chez ben
1853,51921827,Cute and Cozy in Sackville,222180385,Nancy,Westmorland,Sackville,45.89817,-64.38392,Entire home/apt,88,1,32,2022-04-30,3.47,2,4,32,,2022.0,88,CUTE AND COZY IN SACKVILLE,cute and cozy in sackville
1854,51939295,Cheerful 2-bedroom Coastal cottage,4494946,Marie,Kent,Wellington,46.54791,-64.7074,Entire home/apt,165,3,6,2022-05-23,0.61,2,159,6,,2022.0,495,CHEERFUL 2-BEDROOM COASTAL COTTAGE,cheerful 2-bedroom coastal cottage
1855,51974182,🥰 Wow! Enjoy Nice & Clean 3 bedrooms NBCC Moncton,217958381,Rafael,Westmorland,Moncton,46.10193,-64.8204,Entire home/apt,129,1,0,,,56,0,0,,,129,🥰 WOW! ENJOY NICE & CLEAN 3 BEDROOMS NBCC MONCTON,🥰 wow! enjoy nice & clean 3 bedrooms nbcc moncton
1856,51987518,The Attic,184830807,Nancy,Northumberland,Nelson,46.85126,-65.69157,Entire home/apt,125,3,0,,,1,298,0,,,375,THE ATTIC,the attic
1857,51997983,Bay Breeze Cottage,272248458,Lynda,Northumberland,Hardwicke,47.07186,-65.09923,Entire home/apt,300,2,1,2021-10-03,0.11,1,165,1,,2021.0,600,BAY BREEZE COTTAGE,bay breeze cottage
1858,52005659,The Juice Box - Beautiful 2 Bedroom Condo,404751790,Nancy,Saint John,City of Saint John,45.27303,-66.05329,Entire home/apt,159,2,20,2022-06-16,2.11,1,282,20,,2022.0,318,THE JUICE BOX - BEAUTIFUL 2 BEDROOM CONDO,the juice box - beautiful 2 bedroom condo
1859,52013895,"Cozy 1 Bedroom, close to downtown Moncton.",284620126,Vinayak,Albert,Coverdale,46.0601,-64.79831,Private room,60,1,13,2021-10-30,1.33,1,0,13,,2021.0,60,"COZY 1 BEDROOM, CLOSE TO DOWNTOWN MONCTON.","cozy 1 bedroom, close to downtown moncton."
1860,52019710,🥰 Wow! Enjoy Nice & Clean 3 bedrooms NBCC Moncton,217958381,Rafael,Westmorland,Moncton,46.10514,-64.82857,Entire home/apt,109,1,0,,,56,0,0,,,109,🥰 WOW! ENJOY NICE & CLEAN 3 BEDROOMS NBCC MONCTON,🥰 wow! enjoy nice & clean 3 bedrooms nbcc moncton
